Contest No,Problem Category,Problem Name,Tags,Difficulty,Total solve
1687,B,Railway System,"['constructive algorithms', 'graphs', 'greedy', 'interactive', 'sortings']",1700.0,3136.0
1687,A,The Enchanted Forest,"['brute force', 'greedy']",1600.0,8931.0
1686,B,Odd Subarrays,"['dp', 'greedy']",800.0,17039.0
1686,A,Everything Everywhere All But One,['greedy'],800.0,19565.0
1685,E,The Ultimate LIS Problem,"['data structures', 'greedy']",3500.0,106.0
1685,D2,Permutation Weight (Hard Version),"['constructive algorithms', 'greedy']",3500.0,83.0
1685,D1,Permutation Weight (Easy Version),"['constructive algorithms', 'dfs and similar', 'dsu']",2800.0,371.0
1685,C,Bring Balance,"['brute force', 'constructive algorithms', 'greedy']",2600.0,767.0
1685,B,Linguistics,"['greedy', 'implementation', 'sortings', 'strings']",2000.0,2836.0
1685,A,Circular Local MiniMax,"['constructive algorithms', 'greedy', 'sortings']",1100.0,15428.0
1684,H,Hard Cut,"['constructive algorithms', 'dfs and similar', 'divide and conquer', 'math']",3400.0,203.0
1684,G,Euclid Guess,"['constructive algorithms', 'flows', 'graph matchings', 'math', 'number theory']",2800.0,485.0
1684,F,Diverse Segments,"['data structures', 'two pointers']",2600.0,751.0
1684,E,MEX vs DIFF,"['binary search', 'brute force', 'constructive algorithms', 'data structures', 'greedy', 'two pointers']",2100.0,2744.0
1684,D,Traps,"['constructive algorithms', 'greedy', 'sortings']",1700.0,8361.0
1684,C,Column Swapping,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'sortings']",1400.0,11032.0
1684,B,Z mod X = C,"['constructive algorithms', 'math']",800.0,19614.0
1684,A,Digit Minimization,"['constructive algorithms', 'games', 'math', 'strings']",800.0,22249.0
1682,F,MCMF?,"['data structures', 'flows', 'graphs', 'greedy', 'sortings', 'two pointers']",2700.0,244.0
1682,E,Unordered Swaps,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy', 'math', 'sortings', 'trees']",2700.0,475.0
1682,D,Circular Spanning Tree,"['constructive algorithms', 'implementation', 'trees']",2000.0,2863.0
1682,C,LIS or Reverse LIS?,"['constructive algorithms', 'greedy', 'implementation', 'math']",1400.0,12675.0
1682,B,AND Sorting,"['bitmasks', 'constructive algorithms', 'sortings']",1100.0,15351.0
1682,A,Palindromic Indices,"['greedy', 'strings']",800.0,18323.0
1681,F,Unique Occurrences,"['data structures', 'dfs and similar', 'divide and conquer', 'dp', 'dsu', 'trees']",2300.0,1208.0
1681,E,Labyrinth Adventures,"['data structures', 'dp', 'matrices', 'shortest paths']",2600.0,581.0
1681,D,Required Length,"['brute force', 'dfs and similar', 'dp', 'hashing', 'shortest paths']",1700.0,8200.0
1681,C,Double Sort,"['implementation', 'sortings']",1200.0,15386.0
1681,B,Card Trick,"['implementation', 'math']",800.0,18952.0
1681,A,Game with Cards,"['games', 'greedy']",800.0,20008.0
1680,F,Lenient Vertex Cover,"['dfs and similar', 'divide and conquer', 'dsu', 'graphs', 'trees']",2600.0,429.0
1680,E,Moving Chips,"['bitmasks', 'dp', 'greedy']",2000.0,3240.0
1680,D,Dog Walking,"['brute force', 'greedy', 'math']",2400.0,978.0
1680,C,Binary String,"['binary search', 'greedy', 'strings', 'two pointers']",1600.0,8265.0
1680,B,Robots,['implementation'],800.0,17417.0
1680,A,Minimums and Maximums,"['brute force', 'math']",800.0,20092.0
1679,F,Formalism for Formalism,"['bitmasks', 'dp', 'math']",2600.0,400.0
1679,E,Typical Party in Dorm,"['bitmasks', 'combinatorics', 'dp', 'strings']",2400.0,955.0
1679,D,Toss a Coin to Your Graph...,"['binary search', 'dfs and similar', 'dp', 'graphs']",1900.0,3837.0
1679,C,Rooks Defenders,"['data structures', 'implementation']",1400.0,8971.0
1679,B,Stone Age Problem,"['data structures', 'implementation']",1200.0,14785.0
1679,A,AvtoBus,"['brute force', 'greedy', 'math', 'number theory']",900.0,18990.0
1678,B2,Tokitsukaze and Good 01-String (hard version),"['dp', 'greedy', 'implementation']",1800.0,5792.0
1678,B1,Tokitsukaze and Good 01-String (easy version),['implementation'],800.0,15064.0
1678,A,Tokitsukaze and All Zero Sequence,['implementation'],800.0,17304.0
1677,F,Tokitsukaze and Gems,"['dp', 'math']",3500.0,78.0
1677,E,Tokitsukaze and Beautiful Subsegments,['data structures'],2900.0,396.0
1677,D,Tokitsukaze and Permutations,"['dp', 'math']",2500.0,1001.0
1677,C,Tokitsukaze and Two Colorful Tapes,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy']",1900.0,2940.0
1677,B,Tokitsukaze and Meeting,"['data structures', 'implementation', 'math']",1700.0,3546.0
1677,A,Tokitsukaze and Strange Inequality,"['brute force', 'data structures', 'dp']",1600.0,7272.0
1676,H2,Maximum Crossings (Hard Version),"['data structures', 'divide and conquer', 'sortings']",1500.0,8370.0
1676,H1,Maximum Crossings (Easy Version),['brute force'],1400.0,11311.0
1676,G,White-Black Balanced Subtrees,"['dfs and similar', 'dp', 'graphs', 'trees']",1300.0,11380.0
1676,F,Longest Strike,"['data structures', 'greedy', 'implementation', 'sortings', 'two pointers']",1300.0,13407.0
1676,E,Eating Queries,"['binary search', 'greedy', 'sortings']",1100.0,20356.0
1676,D,X-Sum,"['brute force', 'greedy', 'implementation']",1000.0,20709.0
1676,C,Most Similar Words,"['brute force', 'greedy', 'implementation', 'implementation', 'math', 'strings']",800.0,25315.0
1676,B,Equal Candies,"['greedy', 'math', 'sortings']",800.0,36870.0
1676,A,Lucky?,['implementation'],800.0,44078.0
1675,G,Sorting Pancakes,['dp'],2300.0,1353.0
1675,F,Vlad and Unfinished Business,"['dfs and similar', 'dp', 'greedy', 'trees']",1800.0,4236.0
1675,E,"Replace With the Previous, Minimize","['dsu', 'greedy', 'strings']",1500.0,8756.0
1675,D,Vertical Paths,"['graphs', 'implementation', 'trees']",1300.0,11029.0
1675,C,Detective Task,['implementation'],1100.0,16200.0
1675,B,Make It Increasing,"['greedy', 'implementation']",900.0,21194.0
1675,A,Food for Animals,"['greedy', 'math']",800.0,28128.0
1674,G,Remove Directed Edges,"['dfs and similar', 'dp', 'graphs']",2000.0,2064.0
1674,F,Desktop Rearrangement,"['data structures', 'greedy', 'implementation']",1800.0,4328.0
1674,E,Breaking the Wall,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'math']",2000.0,5367.0
1674,D,A-B-C Sort,"['constructive algorithms', 'implementation', 'sortings']",1200.0,14073.0
1674,C,Infinite Replacement,"['combinatorics', 'implementation', 'strings']",1000.0,20503.0
1674,B,Dictionary,"['combinatorics', 'math']",800.0,23345.0
1674,A,Number Transformation,"['constructive algorithms', 'math']",800.0,23605.0
1673,F,Anti-Theft Road Planning,"['bitmasks', 'constructive algorithms', 'divide and conquer', 'greedy', 'interactive', 'math']",2400.0,682.0
1673,E,Power or XOR?,"['bitmasks', 'combinatorics', 'math', 'number theory']",2500.0,586.0
1673,D,Lost Arithmetic Progression,"['combinatorics', 'math', 'number theory']",1900.0,2914.0
1673,C,Palindrome Basis,"['brute force', 'dp', 'math', 'number theory']",1500.0,10012.0
1673,B,A Perfectly Balanced String?,"['brute force', 'greedy', 'strings']",1100.0,13185.0
1673,A,Subtle Substring Subtraction,"['games', 'greedy', 'strings']",800.0,17588.0
1672,I,PermutationForces,"['data structures', 'greedy']",3000.0,113.0
1672,H,Zigu Zagu,"['constructive algorithms', 'data structures', 'greedy']",2700.0,792.0
1672,G,Cross Xor,"['constructive algorithms', 'graphs', 'math', 'matrices']",3200.0,242.0
1672,F2,Checker for Array Shuffling,"['constructive algorithms', 'dfs and similar', 'graphs']",2800.0,664.0
1672,F1,Array Shuffling,"['constructive algorithms', 'graphs', 'greedy']",2000.0,2671.0
1672,E,notepad.exe,"['binary search', 'constructive algorithms', 'greedy', 'interactive']",2200.0,1926.0
1672,D,Cyclic Rotation,"['constructive algorithms', 'greedy', 'implementation', 'two pointers']",1700.0,5443.0
1672,C,Unequal Array,"['constructive algorithms', 'greedy', 'implementation']",1100.0,12166.0
1672,B,I love AAAB,"['constructive algorithms', 'implementation']",800.0,14841.0
1672,A,Log Chopping,"['games', 'implementation', 'math']",800.0,15232.0
1671,F,Permutation Counting,"['brute force', 'combinatorics', 'dp', 'fft', 'math']",2700.0,272.0
1671,E,Preorder,"['combinatorics', 'divide and conquer', 'dp', 'dsu', 'hashing', 'sortings', 'trees']",2100.0,2390.0
1671,D,Insert a Progression,"['brute force', 'constructive algorithms', 'greedy']",1600.0,6480.0
1671,C,Dolce Vita,"['binary search', 'brute force', 'greedy', 'math']",1200.0,14045.0
1671,B,Consecutive Points Segment,"['brute force', 'math', 'sortings']",1000.0,16933.0
1671,A,String Building,['implementation'],800.0,19208.0
1670,F,"Jee, You See?","['bitmasks', 'combinatorics', 'dp']",2400.0,805.0
1670,E,Hemose on the Tree,"['bitmasks', 'constructive algorithms', 'dfs and similar', 'trees']",2200.0,1478.0
1670,D,Very Suspicious,"['binary search', 'brute force', 'geometry', 'greedy', 'implementation', 'math']",1700.0,4483.0
1670,C,Where is the Pizza?,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'implementation', 'math']",1400.0,8480.0
1670,B,Dorms War,"['brute force', 'implementation', 'strings']",1100.0,11666.0
1670,A,Prof. Slim,"['greedy', 'implementation', 'sortings']",800.0,14646.0
1669,H,Maximal AND,"['bitmasks', 'greedy', 'math']",1300.0,13108.0
1669,G,Fall Down,"['dfs and similar', 'implementation']",1200.0,14651.0
1669,F,Eating Candies,"['binary search', 'data structures', 'greedy', 'two pointers']",1100.0,18406.0
1669,E,2-Letter Strings,"['data structures', 'math', 'strings']",1200.0,14275.0
1669,D,Colorful Stamp,['implementation'],1100.0,18274.0
1669,C,Odd/Even Increments,"['greedy', 'greedy', 'implementation', 'math']",800.0,28198.0
1669,B,Triple,"['implementation', 'sortings']",800.0,32304.0
1669,A,Division?,['implementation'],800.0,42918.0
1668,B,Social Distance,"['greedy', 'math', 'sortings']",900.0,15183.0
1668,A,Direction Change,"['implementation', 'math']",800.0,15622.0
1667,F,Yin Yang,['implementation'],3500.0,67.0
1667,E,Centroid Probabilities,"['combinatorics', 'dp', 'fft', 'math']",3000.0,414.0
1667,D,Edge Elimination,"['constructive algorithms', 'dfs and similar', 'dp', 'trees']",2900.0,477.0
1667,C,Half Queen Cover,"['constructive algorithms', 'math']",2400.0,1223.0
1667,B,Optimal Partition,"['data structures', 'dp']",2100.0,3075.0
1667,A,Make it Increasing,"['brute force', 'greedy', 'math']",1300.0,13032.0
1666,L,Labyrinth,"['dfs and similar', 'graphs']",1800.0,2630.0
1666,K,Kingdom Partition,['flows'],3200.0,124.0
1666,J,Job Lookup,"['constructive algorithms', 'dp', 'shortest paths', 'trees']",2100.0,1138.0
1666,I,Interactive Treasure Hunt,"['brute force', 'constructive algorithms', 'geometry', 'interactive', 'math']",2200.0,1232.0
1666,H,Heroes of Might,['math'],3500.0,53.0
1666,G,Global Warming,"['geometry', 'math']",3100.0,112.0
1666,F,Fancy Stack,"['combinatorics', 'dp', 'implementation']",2200.0,923.0
1666,E,Even Split,"['binary search', 'constructive algorithms', 'greedy', 'math']",2500.0,568.0
1666,D,Deletive Editing,['greedy'],900.0,5528.0
1666,C,Connect the Points,"['brute force', 'constructive algorithms', 'geometry']",1800.0,2719.0
1666,B,Budget Distribution,[],3300.0,46.0
1666,A,Admissible Map,[],3300.0,84.0
1665,E,MinimizOR,"['bitmasks', 'brute force', 'data structures', 'divide and conquer', 'greedy', 'implementation', 'two pointers']",2500.0,1202.0
1665,D,GCD Guess,"['bitmasks', 'chinese remainder theorem', 'constructive algorithms', 'games', 'interactive', 'math', 'number theory']",2000.0,3235.0
1665,C,Tree Infection,"['binary search', 'greedy', 'sortings', 'trees']",1600.0,7219.0
1665,B,Array Cloning Technique,"['constructive algorithms', 'greedy', 'sortings']",900.0,16859.0
1665,A,GCD vs LCM,"['constructive algorithms', 'math']",800.0,21628.0
1663,H,Cross-Language Program,"['*special problem', 'constructive algorithms']",2926.923076923077,1158.0
1663,G,Six Characters,"['*special problem', 'constructive algorithms', 'strings']",2582.1428571428573,180.0
1663,F,In Every Generation...,"['*special problem', 'strings']",2566.6666666666665,301.0
1663,E,Are You Safe?,"['*special problem', 'implementation']",2313.4615384615386,499.0
1663,D,Is it rated - 3,"['*special problem', 'combinatorics', 'dp', 'math']",1888.7417218543046,1297.0
1663,C,Pōja Verdon,"['*special problem', 'implementation', 'math']",1503.1645569620252,5361.0
1663,B,Mike's Sequence,"['*special problem', 'divide and conquer', 'implementation', 'math']",1098.3050847457628,3147.0
1663,A,Who Tested?,"['*special problem', 'expression parsing', 'trees']",898.3050847457627,9808.0
1662,O,Circular Maze,"['brute force', 'dfs and similar', 'graphs', 'implementation']",1800.2781671790558,1022.0
1662,N,Drone Photo,"['combinatorics', 'math', 'sortings']",2500.0,511.0
1662,M,Bottle Arrangements,['constructive algorithms'],1933.3333333333333,2756.0
1662,L,Il Derby della Madonnina,"['data structures', 'dp', 'math']",2320.0,800.0
1662,K,Pandemic Restrictions,"['geometry', 'ternary search']",2460.0,230.0
1662,J,Training Camp,"['flows', 'graphs']",2580.0,101.0
1662,I,Ice Cream Shop,"['brute force', 'implementation', 'sortings']",2911.1111111111113,1613.0
1662,H,Boundary,"['brute force', 'math']",2926.923076923077,2274.0
1662,G,Gastronomic Event,"['dp', 'greedy', 'trees']",2582.1428571428573,359.0
1662,F,Antennas,"['data structures', 'dfs and similar', 'graphs', 'graphs', 'implementation', 'implementation', 'shortest paths', 'shortest paths']",2566.6666666666665,754.0
1662,E,Round Table,['math'],2313.4615384615386,91.0
1662,D,Evolution of Weasels,"['greedy', 'implementation', 'strings']",1888.7417218543046,1350.0
1662,C,European Trip,"['dp', 'graphs', 'math', 'matrices']",1503.1645569620252,224.0
1662,B,Toys,"['greedy', 'strings']",1098.3050847457628,119.0
1662,A,Organizing SWERC,"['brute force', 'implementation']",898.3050847457627,3632.0
1661,F,Teleporters,"['binary search', 'greedy']",2600.0,458.0
1661,E,Narrow Components,"['brute force', 'data structures', 'dp', 'dsu', 'math', 'trees']",2500.0,811.0
1661,D,Progressions Covering,"['data structures', 'greedy']",1900.0,3919.0
1661,C,Water the Trees,"['binary search', 'greedy', 'math']",1700.0,8035.0
1661,B,Getting Zero,"['bitmasks', 'brute force', 'dfs and similar', 'dp', 'graphs', 'greedy', 'shortest paths']",1300.0,14887.0
1661,A,Array Balancing,"['greedy', 'math']",800.0,17528.0
1660,F2,Promising String (hard version),"['data structures', 'implementation', 'math', 'strings']",2100.0,2317.0
1660,F1,Promising String (easy version),"['brute force', 'implementation', 'math', 'strings']",1700.0,6318.0
1660,E,Matrix and Shifts,"['brute force', 'constructive algorithms', 'greedy', 'implementation']",1600.0,6296.0
1660,D,Maximum Product Strikes Back,"['brute force', 'implementation', 'math', 'two pointers']",1600.0,7146.0
1660,C,Get an Even String,"['dp', 'greedy', 'strings']",1300.0,16744.0
1660,B,Vlad and Candies,['math'],800.0,25755.0
1660,A,Vasya and Coins,"['greedy', 'math']",800.0,32187.0
1659,F,Tree and Permutation Game,"['dfs and similar', 'games', 'graphs', 'trees']",3000.0,152.0
1659,E,AND-MEX Walk,"['bitmasks', 'brute force', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",2200.0,1265.0
1659,D,Reverse Sort Sum,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math', 'two pointers']",1900.0,3521.0
1659,C,Line Empire,"['binary search', 'brute force', 'dp', 'greedy', 'implementation', 'math']",1500.0,8490.0
1659,B,Bit Flipping,"['bitmasks', 'constructive algorithms', 'greedy', 'strings']",1300.0,9702.0
1659,A,Red Versus Blue,"['constructive algorithms', 'greedy', 'implementation', 'math']",1000.0,15169.0
1658,F,Juju and Binary String,"['brute force', 'constructive algorithms', 'greedy', 'math']",2700.0,627.0
1658,E,Gojou and Matrix Game,"['data structures', 'dp', 'games', 'hashing', 'implementation', 'math', 'number theory', 'sortings']",2500.0,875.0
1658,D2,388535 (Hard Version),"['bitmasks', 'brute force', 'data structures', 'math']",2300.0,2109.0
1658,D1,388535 (Easy Version),"['bitmasks', 'math']",1600.0,7886.0
1658,C,Shinju and the Lost Permutation,"['constructive algorithms', 'math']",1700.0,8481.0
1658,B,Marin and Anti-coprime Permutation,"['combinatorics', 'math', 'number theory']",800.0,17549.0
1658,A,Marin and Photoshoot,"['constructive algorithms', 'implementation', 'math']",800.0,19504.0
1657,F,Words on Tree,"['2-sat', 'dfs and similar', 'dsu', 'graphs', 'trees']",2600.0,458.0
1657,E,Star MST,"['combinatorics', 'dp', 'graph matchings', 'math']",2200.0,1608.0
1657,D,For Gamers. By Gamers.,"['binary search', 'brute force', 'greedy', 'math', 'sortings']",2000.0,4365.0
1657,C,Bracket Sequence Deletion,"['greedy', 'implementation']",1200.0,15568.0
1657,B,XY Sequence,['greedy'],800.0,21778.0
1657,A,Integer Moves,"['brute force', 'math']",800.0,22822.0
1656,I,Neighbour Ordering,"['constructive algorithms', 'graphs']",3500.0,69.0
1656,H,Equal LCM Subsets,"['data structures', 'math', 'number theory']",3200.0,283.0
1656,G,Cycle Palindrome,"['constructive algorithms', 'graphs', 'math']",3200.0,238.0
1656,F,Parametric MST,"['binary search', 'constructive algorithms', 'graphs', 'greedy', 'math', 'sortings']",2600.0,835.0
1656,E,Equal Tree Sums,"['constructive algorithms', 'dfs and similar', 'math', 'trees']",2200.0,2903.0
1656,D,K-good,"['constructive algorithms', 'math', 'number theory']",1900.0,5957.0
1656,C,Make Equal With Mod,"['constructive algorithms', 'math', 'number theory', 'sortings']",1200.0,16534.0
1656,B,Subtract Operation,"['data structures', 'greedy', 'math', 'two pointers']",1100.0,16008.0
1656,A,Good Pairs,"['math', 'sortings']",800.0,18338.0
1654,H,Three Minimums,"['combinatorics', 'constructive algorithms', 'divide and conquer', 'dp', 'fft', 'math']",3500.0,61.0
1654,G,Snowy Mountain,"['data structures', 'dfs and similar', 'graphs', 'greedy', 'shortest paths', 'trees']",2900.0,301.0
1654,F,Minimal String Xoration,"['bitmasks', 'data structures', 'divide and conquer', 'greedy', 'hashing', 'sortings', 'strings']",2800.0,877.0
1654,E,Arithmetic Operations,"['brute force', 'data structures', 'graphs', 'math']",2300.0,1735.0
1654,D,Potion Brewing Class,"['dfs and similar', 'math', 'number theory', 'trees']",2100.0,2566.0
1654,C,Alice and the Cake,"['data structures', 'greedy', 'implementation', 'sortings']",1400.0,12157.0
1654,B,Prefix Removals,['strings'],800.0,14996.0
1654,A,Maximum Cake Tastiness,"['brute force', 'greedy', 'implementation', 'sortings']",800.0,17774.0
1651,F,Tower Defense,"['binary search', 'brute force', 'data structures']",3000.0,236.0
1651,E,Sum of Matchings,"['brute force', 'combinatorics', 'constructive algorithms', 'dfs and similar', 'graph matchings', 'greedy', 'math']",2600.0,424.0
1651,D,Nearest Excluded Points,"['binary search', 'data structures', 'dfs and similar', 'graphs', 'shortest paths']",1900.0,4275.0
1651,C,Fault-tolerant Network,"['brute force', 'data structures', 'implementation']",1500.0,9732.0
1651,B,Prove Him Wrong,"['constructive algorithms', 'greedy']",800.0,18888.0
1651,A,Playoff,['implementation'],800.0,24335.0
1650,G,Counting Shortcuts,"['data structures', 'dfs and similar', 'dp', 'graphs', 'shortest paths']",2100.0,2057.0
1650,F,Vitaly and Advanced Useless Algorithms,"['dp', 'greedy', 'implementation']",2200.0,1219.0
1650,E,Rescheduling the Exam,"['binary search', 'data structures', 'greedy', 'implementation', 'math', 'sortings']",1900.0,3660.0
1650,D,Twist the Permutation,"['brute force', 'constructive algorithms', 'implementation', 'math']",1300.0,11695.0
1650,C,Weight of the System of Nested Segments,"['greedy', 'hashing', 'implementation', 'sortings']",1200.0,14978.0
1650,B,DIV + MOD,['math'],900.0,24288.0
1650,A,Deletions of Two Adjacent Letters,"['implementation', 'strings']",800.0,31202.0
1649,B,Game of Ball Passing,"['greedy', 'implementation']",1300.0,11894.0
1649,A,Game,['implementation'],800.0,14727.0
1648,F,Two Avenues,"['data structures', 'dfs and similar', 'graphs']",3500.0,63.0
1648,E,Air Reform,"['data structures', 'dfs and similar', 'divide and conquer', 'dsu', 'graphs', 'implementation', 'trees']",3200.0,293.0
1648,D,Serious Business,"['data structures', 'divide and conquer', 'dp', 'implementation', 'shortest paths']",2800.0,661.0
1648,C,Tyler and Strings,"['combinatorics', 'data structures', 'implementation']",1900.0,2590.0
1648,B,Integral Array,"['brute force', 'constructive algorithms', 'data structures', 'math']",1800.0,5535.0
1648,A,Weird Sum,"['combinatorics', 'data structures', 'geometry', 'math', 'matrices', 'sortings']",1400.0,10462.0
1647,F,Madoka and Laziness,"['dp', 'greedy']",3100.0,325.0
1647,E,Madoka and the Sixth-graders,"['data structures', 'dfs and similar', 'greedy']",2500.0,853.0
1647,D,Madoka and the Best School in Russia,"['constructive algorithms', 'dp', 'math', 'number theory']",1900.0,4657.0
1647,C,Madoka and Childish Pranks,"['constructive algorithms', 'greedy']",1300.0,11642.0
1647,B,Madoka and the Elegant Gift,"['brute force', 'constructive algorithms', 'graphs', 'implementation']",1200.0,14202.0
1647,A,Madoka and Math Dad,"['implementation', 'math']",800.0,21609.0
1646,F,Playing Around the Table,"['constructive algorithms', 'greedy', 'implementation']",2900.0,340.0
1646,E,Power Board,"['brute force', 'dp', 'math', 'number theory']",2200.0,2008.0
1646,D,Weight the Tree,"['constructive algorithms', 'dfs and similar', 'dp', 'implementation', 'trees']",2000.0,3080.0
1646,C,Factorials and Powers of Two,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'math']",1500.0,11481.0
1646,B,Quality vs Quantity,"['brute force', 'constructive algorithms', 'greedy', 'sortings', 'two pointers']",800.0,19675.0
1646,A,Square Counting,['math'],800.0,22800.0
1644,F,Basis,"['combinatorics', 'fft', 'math', 'number theory']",2900.0,287.0
1644,E,Expand the Path,"['brute force', 'combinatorics', 'data structures', 'implementation', 'math']",1900.0,2680.0
1644,D,Cross Coloring,"['data structures', 'implementation', 'math']",1700.0,6370.0
1644,C,Increase Subarray Sums,"['brute force', 'dp', 'greedy', 'implementation']",1400.0,12250.0
1644,B,Anti-Fibonacci Permutation,"['brute force', 'constructive algorithms', 'implementation']",800.0,19773.0
1644,A,Doors and Keys,['implementation'],800.0,25467.0
1642,B,Power Walking,['greedy'],900.0,15621.0
1642,A,Hard Way,['geometry'],800.0,15313.0
1641,F,Covering Circle,['geometry'],3500.0,77.0
1641,E,Special Positions,"['combinatorics', 'divide and conquer', 'fft', 'math']",3300.0,176.0
1641,D,Two Arrays,"['bitmasks', 'brute force', 'combinatorics', 'greedy', 'hashing', 'math', 'two pointers']",2700.0,845.0
1641,C,Anonymity Is Important,"['binary search', 'brute force', 'data structures', 'dsu', 'greedy', 'sortings']",2200.0,2068.0
1641,B,Repetitions Decoding,"['constructive algorithms', 'implementation', 'sortings']",2000.0,3481.0
1641,A,Great Sequence,"['brute force', 'greedy', 'sortings']",1200.0,16101.0
1639,K,Treasure Hunt,"['graphs', 'interactive']",2460.0,1031.6666666666667
1639,J,Treasure Hunt,"['graphs', 'interactive']",2580.0,365.3333333333333
1639,I,Treasure Hunt,"['graphs', 'interactive']",2911.1111111111113,435.7
1639,H,Treasure Hunt,"['graphs', 'interactive']",2926.923076923077,1352.392857142857
1639,G,Treasure Hunt,"['graphs', 'interactive']",2582.1428571428573,2012.7241379310344
1639,F,Treasure Hunt,"['graphs', 'interactive']",2566.6666666666665,1599.7142857142858
1639,E,Treasure Hunt,"['graphs', 'interactive']",2313.4615384615386,2758.635220125786
1639,D,Treasure Hunt,"['graphs', 'interactive']",1888.7417218543046,5638.168831168831
1639,C,Treasure Hunt,"['graphs', 'interactive']",1503.1645569620252,10666.316770186335
1639,B,Treasure Hunt,"['graphs', 'interactive']",1098.3050847457628,15343.905555555555
1639,A,Treasure Hunt,"['graphs', 'interactive']",898.3050847457627,19613.244444444445
1638,F,Two Posters,"['brute force', 'data structures', 'greedy', 'two pointers']",3200.0,163.0
1638,E,Colorful Operations,"['brute force', 'data structures', 'implementation']",2400.0,1574.0
1638,D,Big Brush,"['constructive algorithms', 'data structures', 'greedy', 'implementation']",2000.0,3729.0
1638,C,Inversion Graph,"['data structures', 'dsu', 'graphs', 'math']",1300.0,13331.0
1638,B,Odd Swap Sort,"['data structures', 'math', 'sortings']",1100.0,18852.0
1638,A,Reverse,"['constructive algorithms', 'greedy', 'math']",800.0,20550.0
1637,H,Minimize Inversions Number,"['data structures', 'greedy', 'math', 'sortings']",3500.0,227.0
1637,G,Birthday,"['constructive algorithms', 'greedy', 'math']",3000.0,384.0
1637,F,Towers,"['constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",2500.0,1494.0
1637,E,Best Pair,"['binary search', 'brute force', 'implementation']",2100.0,2888.0
1637,D,Yet Another Minimization Problem,"['dp', 'greedy', 'math']",1800.0,6614.0
1637,C,Andrew and Stones,"['greedy', 'implementation']",1200.0,16182.0
1637,B,MEX and Array,"['brute force', 'dp', 'greedy', 'math']",1100.0,14179.0
1637,A,Sorting Parts,"['brute force', 'sortings']",800.0,21408.0
1635,F,Closest Pair,"['data structures', 'greedy']",2800.0,825.0
1635,E,Cars,"['2-sat', 'constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'sortings']",2200.0,1922.0
1635,D,Infinite Set,"['bitmasks', 'dp', 'math', 'matrices', 'number theory', 'strings']",1800.0,5351.0
1635,C,Differential Sorting,"['constructive algorithms', 'greedy']",1200.0,14833.0
1635,B,Avoid Local Maximums,['greedy'],800.0,17262.0
1635,A,Min Or Sum,"['bitmasks', 'greedy']",800.0,20326.0
1634,F,Fibonacci Additions,"['brute force', 'data structures', 'hashing', 'implementation', 'math']",2700.0,1270.0
1634,E,Fair Share,"['constructive algorithms', 'data structures', 'dfs and similar', 'graph matchings', 'graphs']",2400.0,1413.0
